Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
Kristen,Male,10,8,6,7,9,10,8,12,Education
Kristi,Female,7,7,11,10,12,7,7,10,Art
Kristia,Female,11,12,12,10,12,10,9,8,Business and management
Kristien,Male,12,9,9,9,7,12,12,8,Law and public policy
Kristin,Male,6,10,9,7,10,11,11,8,Health and medicine
Kristin,Female,12,7,12,9,6,9,7,9,Law and public policy
Kristina,Female,12,12,8,12,12,6,12,10,Architecture & Construction Jobs
Kristine,Male,7,10,10,10,10,10,12,11,Computing
Kristy,Female,10,11,6,7,9,8,9,7,Business and management
Kristyn,Male,10,8,8,11,12,6,7,12,Business and management
krol,Female,9,10,11,12,11,7,7,11,Health and medicine
kronber,Male,10,12,6,9,10,10,8,11,Law and public policy
krop,Female,8,10,10,12,10,6,9,9,Art
krousku,Female,7,9,6,12,8,12,8,6,Law and public policy
kruege,Male,6,12,6,7,11,7,9,6,Agriculture
Kruege,Female,12,6,10,11,10,6,11,11,Computing
Krysta,Female,12,12,10,6,7,12,7,9,Engineering
Krystal,Male,7,10,7,11,9,6,12,11,Engineering
Krystalle,Female,12,10,9,12,9,6,6,11,Communications
Krystle,Male,11,9,7,12,8,11,10,10,Education
Krystyna,Male,8,9,11,8,9,11,12,8,Art
Kurti,Female,7,8,12,7,10,6,12,9,Military and Security
kurt,Male,9,11,11,9,12,11,10,11,Computing
Kya,Male,8,7,9,10,12,8,12,9,Computing
Kyla,Male,7,7,10,9,12,8,12,8,Education
kyl,Male,9,8,6,12,11,7,9,7,Engineering
Kyl,Female,10,12,8,11,7,9,12,8,Law and public policy
Kyle,Male,8,6,11,11,12,12,7,12,Law and public policy
Kylen,Male,9,7,6,9,9,7,10,6,Health and medicine
Kyle,Male,7,9,11,7,9,12,6,11,Health and medicine
Kylie,Female,6,7,8,11,9,9,9,6,Computing
Kylila,Male,8,11,8,10,8,12,7,10,Engineering
Kylynn,Female,7,9,10,11,11,11,6,12,Communications
Kym,Female,6,10,9,12,9,7,10,7,Engineering
kyngdo,Male,12,8,10,10,8,12,11,8,Health and medicine
Kynthia,Male,8,7,11,11,7,11,12,8,Military and Security
Kyr,Male,8,7,9,11,7,9,8,7,Computing
Kyrstin,Male,7,7,7,7,10,10,10,11,Agriculture
labidi,Male,7,10,7,8,12,10,12,10,Computing
Lacee,Female,9,12,11,10,8,9,6,7,Engineering
Lacey,Male,7,7,11,12,6,7,8,8,Health and medicine
lachney or lac,Female,12,9,7,11,11,7,11,6,Business and management
Lac,Female,11,9,12,7,11,11,11,7,Art
Lacie,Female,9,9,11,10,6,7,10,8,Education
lacki,Male,9,12,9,6,8,7,8,9,Military and Security
lacklan,Female,7,9,11,12,12,10,9,9,Communications
lac,Female,7,7,10,6,6,7,11,6,Education
Lacy,Female,7,11,9,6,6,8,10,11,Computing
Ladonna,Male,12,12,8,9,11,8,6,12,Law and public policy
Laetitia,Male,11,9,12,7,7,11,7,12,Agriculture
laffert,Female,8,12,10,7,6,10,9,12,Health and medicine
la franch,Female,8,11,8,10,10,10,10,9,Communications
lafrenier,Female,12,8,12,6,8,10,11,12,Art
lagdo,Female,6,9,6,12,11,10,10,12,Agriculture
lagersto,Female,7,8,8,8,9,10,11,10,Agriculture
laidla,Male,7,12,11,6,6,7,10,11,Education
Laina,Female,8,11,6,11,6,11,8,7,Health and medicine
Lainey,Female,11,7,8,12,8,9,6,10,Education
lain,Male,7,6,11,7,6,8,7,9,Health and medicine
lair,Female,10,11,7,11,11,7,7,8,Business and management
lak,Female,7,10,7,12,9,7,11,8,Health and medicine
La,Female,11,12,6,6,6,6,12,9,Business and management
lamac,Female,10,6,7,10,9,9,12,8,Art
la manch,Male,6,6,11,6,7,11,9,11,Art
laman,Male,7,10,9,9,12,8,8,7,Architecture & Construction Jobs
Lama,Male,11,8,8,8,11,12,10,11,Education
lam,Female,6,10,11,8,10,7,12,8,Engineering
Lam,Male,11,11,9,12,10,10,6,9,Business and management
lambdi,Male,11,10,6,9,8,7,10,8,Computing
lamber,Male,7,11,11,11,10,7,6,7,Military and Security
Lamber,Female,12,10,8,12,12,11,6,9,Agriculture
lambi,Female,9,12,9,10,6,10,9,10,Engineering
lambot,Male,11,9,8,11,9,6,7,6,Art
lambourn,Female,9,7,9,10,12,7,6,11,Computing
lambto,Female,8,8,11,8,9,8,10,12,Art
lamde,Female,6,10,9,8,7,7,12,10,Architecture & Construction Jobs
lame,Female,12,12,9,10,8,11,12,8,Business and management
lammi,Female,9,9,6,11,11,8,6,7,Military and Security
lammin,Male,7,12,12,11,6,10,12,6,Business and management
lamon,Male,11,11,10,8,8,12,6,12,Engineering
Lamon,Male,8,6,10,7,12,12,9,10,Business and management
lamoreau,Male,10,8,8,6,9,12,10,9,Military and Security
lampe,Female,8,12,8,8,9,12,12,11,Health and medicine
lampki,Female,10,7,9,8,11,9,6,6,Communications
lamploug,Male,10,8,6,12,8,7,10,6,Engineering
Lan,Female,8,7,8,12,12,11,9,6,Engineering
Lana,Male,11,9,11,6,8,12,10,7,Health and medicine
Lanae,Female,11,9,7,9,9,10,10,10,Education
lancaste,Male,8,7,8,6,12,12,8,12,Law and public policy
lanc,Male,11,6,6,11,10,12,12,6,Art
lan,Male,10,12,8,11,12,11,9,10,Art
landal,Male,9,9,9,8,6,7,11,10,Education
landma,Male,7,11,9,10,11,12,6,12,Engineering
lando,Male,9,7,12,7,6,9,7,6,Art
landr,Female,12,12,12,8,9,12,9,7,Health and medicine
Landr,Female,6,10,8,8,11,7,11,10,Law and public policy
Landy,Female,6,8,12,6,7,11,6,7,Business and management
lan,Male,12,7,9,11,11,9,7,6,Education
Lane,Female,6,11,7,11,10,6,6,7,Computing
Lanette,Male,8,8,8,9,12,11,10,10,Agriculture
lane,Female,10,6,10,10,8,11,7,9,Military and Security
Laney,Male,10,6,8,11,9,12,9,7,Art
Lan,Male,12,7,11,10,8,6,8,8,Computing
langbain,Male,6,11,12,11,10,11,10,10,Architecture & Construction Jobs
langfor,Male,10,12,12,12,12,7,9,12,Engineering
langha,Male,6,6,7,12,8,11,7,9,Business and management
langho,Male,8,8,11,10,7,9,10,6,Business and management
langhor,Female,7,11,12,12,6,6,11,9,Education
langle,Male,6,8,11,6,10,9,7,8,Military and Security
langridg,Female,8,7,8,7,8,12,12,11,Law and public policy
langstaf,Female,12,7,7,10,10,10,10,7,Education
langsto,Female,11,8,7,7,6,8,6,12,Military and Security
langstret,Female,9,11,8,12,11,8,10,6,Agriculture
langton or layma,Male,6,10,9,12,9,9,10,9,Health and medicine
langtr,Female,7,7,9,11,9,11,12,6,Engineering
lanha,Female,10,10,6,11,6,12,6,6,Communications
Lani,Male,10,10,11,11,9,8,10,10,Education
Lanie,Female,12,10,12,9,10,6,8,12,Engineering
Lanita,Female,11,8,7,11,12,12,7,10,Communications
Lanna,Female,9,6,11,7,8,7,12,7,Business and management
Lanni,Male,10,12,7,12,8,7,11,9,Military and Security
Lanny,Male,10,12,12,6,8,8,8,7,Military and Security
lansin,Male,6,10,11,11,10,9,10,8,Military and Security
lan,Male,11,10,7,8,9,12,10,12,Art
lanthi,Male,11,6,9,10,9,10,8,8,Art
lanthoi,Female,12,10,6,11,7,9,7,7,Education
lappadg,Female,12,7,6,11,11,9,8,9,Communications
lapthorn,Male,11,10,12,8,12,9,11,9,Art
Lar,Female,10,7,6,10,9,10,11,11,Engineering
Lara,Female,9,8,6,10,6,10,12,10,Health and medicine
Laraine,Male,6,9,6,11,7,10,11,6,Law and public policy
larcu,Male,6,12,9,7,10,10,6,10,Education
Lari,Male,10,10,8,11,8,10,9,9,Art
Larina,Male,7,8,6,7,6,9,10,11,Architecture & Construction Jobs
Larine,Male,12,7,8,7,11,10,10,7,Art
Larisa,Male,10,10,10,12,7,7,12,7,Military and Security
Larissa,Male,12,6,8,9,8,9,12,12,Architecture & Construction Jobs
Lark,Male,11,8,6,7,11,10,8,10,Engineering
larkin,Female,7,7,12,11,6,7,12,7,Architecture & Construction Jobs
larnac,Male,7,6,9,9,9,6,6,10,Communications
larnach-nevil,Female,7,12,6,10,7,6,10,6,Architecture & Construction Jobs
laroch,Female,8,9,8,11,11,8,8,11,Engineering
Larse,Female,12,12,7,10,11,9,8,12,Business and management
larso,Male,8,10,8,6,8,11,10,6,Law and public policy
Larso,Female,8,6,10,9,10,11,8,7,Law and public policy
larte,Male,12,8,7,11,11,7,8,9,Agriculture
larway or stone,Female,6,8,12,12,12,11,6,6,Communications
Laryssa,Female,7,11,6,9,6,11,12,11,Health and medicine
lascelle,Male,7,12,12,8,9,9,8,12,Architecture & Construction Jobs
laske,Male,11,10,7,6,8,9,9,10,Communications
Latashia,Female,11,6,12,7,8,7,12,6,Computing
latha,Female,7,6,8,8,10,11,7,7,Military and Security
Latia,Male,10,9,8,10,12,12,12,7,Health and medicine
latime,Female,11,6,8,8,11,7,12,11,Architecture & Construction Jobs
Latisha,Male,10,9,12,6,10,7,6,11,Architecture & Construction Jobs
latiti,Female,11,11,11,11,10,9,6,6,Health and medicine
la touch,Female,11,10,12,12,6,9,6,11,Art
Latrena,Male,8,11,10,7,12,10,9,8,Health and medicine
Latrina,Male,8,11,12,6,9,11,11,7,Agriculture
lattime,Male,12,10,9,11,7,11,10,10,Law and public policy
latto,Female,8,9,12,9,9,7,11,12,Education
laude,Male,6,7,9,7,9,9,12,8,Health and medicine
laudic,Female,9,12,8,11,7,7,9,10,Education
laugher,Female,11,10,12,11,12,8,7,11,Business and management
laughto,Female,12,7,7,12,11,8,9,6,Law and public policy
Laur,Female,12,11,6,12,10,9,11,6,Architecture & Construction Jobs
Laura,Male,7,7,11,7,7,7,7,12,Military and Security
Lauraine,Male,10,8,12,10,9,6,7,7,Engineering
Laural,Female,11,6,9,9,12,7,10,8,Agriculture
Lauralee,Male,10,7,10,7,6,12,10,11,Military and Security
Laure,Female,12,10,12,8,10,8,6,12,Agriculture
Lauree,Female,9,9,9,7,10,7,7,11,Computing
Laureen,Female,12,7,12,6,7,11,11,8,Engineering
Laure,Male,9,11,8,9,11,6,6,7,Architecture & Construction Jobs
Laurel,Male,10,11,11,9,6,7,12,11,Architecture & Construction Jobs
Laurella,Male,9,6,10,12,8,7,6,12,Business and management
Lauren,Female,9,6,6,11,12,12,7,11,Health and medicine
Laurena,Female,9,7,7,9,7,12,6,10,Communications
Laurene,Male,8,7,11,7,6,12,7,11,Business and management
laurenso,Female,11,6,7,11,9,10,7,9,Computing
Lauretta,Male,7,8,6,10,11,8,10,7,Health and medicine
Laurette,Male,8,12,8,6,7,11,8,11,Computing
Lauri,Male,6,6,10,8,10,11,8,7,Health and medicine
Laurianne,Female,7,10,12,12,11,12,11,8,Computing
Laurice,Female,8,11,12,8,12,6,9,8,Art
lauri,Female,10,11,6,9,9,10,6,6,Communications
Laurie,Male,10,11,7,9,12,6,6,9,Architecture & Construction Jobs
Lauryn,Female,11,8,10,10,9,8,7,8,Art
Lavena,Male,11,9,12,7,10,10,11,12,Agriculture
lavende,Male,6,7,7,6,6,11,8,10,Law and public policy
lave,Male,8,7,7,11,12,6,11,6,Health and medicine
Laverna,Male,11,12,6,6,12,12,9,6,Education
Laverne,Male,11,11,7,8,7,12,8,8,Business and management
La Verne,Male,7,12,8,6,7,7,9,9,Agriculture
laveroc,Male,7,9,7,10,8,7,11,6,Communications
lavi,Male,12,11,10,9,6,9,6,11,Law and public policy
Lavina,Female,9,6,11,7,10,9,12,10,Agriculture
Lavinia,Male,10,12,6,9,7,11,9,8,Health and medicine
Lavinie,Male,12,9,12,12,9,9,6,11,Art
la,Male,7,10,9,12,11,12,9,12,Engineering
lawle,Female,8,7,10,11,8,11,6,9,Computing
lawlo,Male,9,7,6,11,8,12,12,9,Computing
lawrenc,Female,8,10,8,11,12,10,12,6,Education
Lawrenc,Female,11,7,10,11,10,7,11,8,Communications
lawrenso,Male,8,8,6,8,7,6,11,7,Military and Security
lawso,Female,11,9,9,10,9,12,8,9,Education
Lawso,Male,7,9,11,6,9,7,7,11,Engineering
lawto,Male,9,9,8,8,10,6,10,10,Military and Security
la,Female,12,8,6,10,8,7,8,8,Law and public policy
laybourn,Male,8,12,9,10,6,9,8,6,Computing
laycoc,Male,8,11,6,6,7,7,12,7,Law and public policy
layfiel,Male,6,10,8,10,10,7,12,11,Education
layfoo,Male,6,8,8,10,11,11,11,6,Art
Layl,Female,6,7,10,10,10,12,11,10,Computing
Layla,Male,12,10,12,11,9,11,6,10,Computing
Layne,Female,8,9,7,10,11,8,12,10,Computing
Layney,Female,6,7,10,7,7,10,10,8,Architecture & Construction Jobs
layto,Male,6,7,9,10,8,6,6,7,Health and medicine
le,Male,10,8,11,11,12,9,11,10,Art
Le,Male,10,10,12,8,7,6,6,6,Military and Security
Lea,Female,11,7,12,8,12,6,12,9,Law and public policy
leac,Female,9,11,8,6,6,12,9,7,Law and public policy
Leac,Male,8,11,10,10,8,7,9,10,Communications
leadbeate,Female,11,6,7,12,12,8,11,8,Art
leade,Female,7,7,11,6,11,10,6,8,Communications
leadl,Female,10,12,11,8,11,10,10,9,Computing
leagu,Female,7,9,7,12,11,10,8,9,Engineering
lea,Female,10,9,7,9,11,6,8,11,Architecture & Construction Jobs
Leah,Male,10,8,9,8,7,9,6,8,Engineering
leak,Female,7,11,9,11,11,12,10,6,Health and medicine
lea,Female,8,11,11,8,8,8,11,12,Engineering
Leandra,Male,10,6,7,12,10,10,12,9,Law and public policy
leane-silv,Male,10,9,11,12,7,6,7,7,Agriculture
Leann,Male,10,6,12,12,7,8,11,8,Agriculture
Leanna,Male,6,11,9,7,10,11,7,11,Health and medicine
Leanor,Male,10,9,7,11,9,12,11,10,Military and Security
Leanora,Male,6,10,8,7,10,7,6,8,Military and Security
learmon,Male,12,7,9,6,10,9,10,10,Military and Security
leathe,Female,10,6,6,12,7,11,10,9,Computing
leatherma,Male,7,11,11,7,11,10,7,12,Business and management
leave,Female,8,9,7,11,6,9,10,9,Health and medicine
leavel,Male,7,10,8,10,9,12,12,11,Health and medicine
leave,Female,11,10,12,8,7,9,7,9,Military and Security
leavesle,Female,6,8,12,9,7,12,10,11,Art
le barbie,Female,12,7,8,7,9,10,11,6,Health and medicine
Lebbie,Female,8,8,9,7,9,12,10,10,Agriculture
Leblan,Male,12,11,6,7,10,6,6,7,Communications
Lechug,Male,9,9,10,12,10,9,7,6,Agriculture
leck,Male,8,9,10,8,10,10,6,10,Art
Leda,Female,11,10,12,10,9,8,8,11,Art
le,Female,11,8,9,11,6,10,12,8,Education
Le,Male,10,10,6,10,7,6,9,6,Art
Lee,Female,9,10,6,6,7,8,8,9,Agriculture
Leeann,Male,10,9,9,9,9,9,9,7,Education
Leeanne,Female,9,10,9,10,7,11,7,7,Computing
leec,Female,8,9,6,10,6,11,6,7,Health and medicine
Leela,Male,8,7,7,7,10,8,9,12,Art
Leelah,Male,8,8,8,10,11,6,10,12,Communications
leemin,Female,12,6,9,11,11,6,12,10,Health and medicine
Leena,Female,12,10,12,6,10,6,12,9,Military and Security
lee,Male,10,10,11,10,10,10,8,10,Computing
Leesa,Female,7,12,12,11,6,12,11,12,Law and public policy
lees,Female,6,8,7,10,6,6,11,10,Computing
Leese,Male,11,11,6,7,12,11,11,12,Architecture & Construction Jobs
leesin,Female,9,8,9,8,10,12,11,6,Architecture & Construction Jobs
Lefevr,Male,6,11,10,6,9,7,9,11,Engineering
le francoi,Female,12,9,10,12,10,12,8,11,Military and Security
legg,Male,12,9,9,11,8,10,8,11,Engineering
legget,Female,6,10,10,7,11,9,8,8,Architecture & Construction Jobs
Legra,Male,6,12,12,8,8,11,6,6,Agriculture
legran,Female,8,8,11,11,7,6,10,6,Law and public policy
Leia,Male,9,11,8,9,10,6,10,6,Business and management
leig,Male,8,7,8,6,10,12,12,6,Computing
Leigh,Female,12,7,8,8,6,6,11,6,Communications
Leigha,Male,12,7,6,8,6,10,12,8,Education
Leila,Female,12,11,11,11,6,11,9,10,Architecture & Construction Jobs
Leilah,Male,6,10,9,7,10,6,7,11,Computing
leininge,Female,10,8,12,10,12,11,7,6,Architecture & Construction Jobs
Leisha,Male,10,10,8,9,11,8,11,11,Health and medicine
leishma,Male,9,6,8,8,10,9,10,7,Computing
leitc,Female,11,10,8,12,6,9,6,9,Health and medicine
Lela,Male,10,11,7,11,9,8,6,6,Communications
Lelah,Male,6,8,8,6,12,11,9,12,Architecture & Construction Jobs
Lelan,Female,7,12,10,10,12,11,8,11,Health and medicine
Leland,Male,11,8,10,6,6,10,11,9,Business and management
Lelia,Female,6,12,8,10,7,8,12,6,Military and Security
lemerri,Male,11,9,12,6,8,9,11,7,Computing
lemoin,Male,10,11,8,11,10,8,8,12,Health and medicine
lemo,Male,7,7,9,7,9,8,7,6,Education
lemon,Female,12,7,11,8,10,11,10,11,Health and medicine
Len,Male,8,9,11,8,12,10,8,6,Computing
Lena,Female,11,11,11,10,8,8,6,12,Computing
lenaghe,Male,12,6,12,9,7,10,12,10,Health and medicine
lenar,Female,11,12,12,9,7,10,9,12,Health and medicine
lendon,Female,10,12,6,9,10,7,7,8,Architecture & Construction Jobs
Lenee,Male,10,9,11,7,10,8,11,10,Law and public policy
Lenette,Male,12,6,10,9,9,7,7,10,Military and Security
le nev,Male,9,9,8,6,7,10,7,9,Health and medicine
len,Female,7,11,10,12,7,6,10,8,Agriculture
lengde,Male,12,11,12,7,6,9,11,11,Computing
lenhard,Female,10,8,8,7,8,7,9,12,Architecture & Construction Jobs
Lenka,Female,6,11,6,11,11,8,7,10,Business and management
Lenna,Female,11,9,8,7,6,9,7,9,Military and Security
Lenno,Male,9,11,9,10,10,7,12,12,Computing
lenno,Female,10,11,9,8,12,12,12,11,Agriculture
Lenora,Male,6,7,6,12,10,10,7,8,Health and medicine
Lenore,Male,8,7,8,12,7,9,6,7,Military and Security
lenvill,Female,8,7,10,7,8,9,6,11,Art
Leodora,Female,7,7,10,12,7,12,8,10,Agriculture
Leoine,Male,8,6,9,12,10,12,11,7,Agriculture
Leola,Male,9,11,9,9,11,7,8,10,Law and public policy
Leoline,Male,7,12,8,12,6,7,11,9,Military and Security
Leo,Male,9,12,8,7,9,9,9,7,Architecture & Construction Jobs
Leona,Female,11,11,8,7,11,12,8,9,Health and medicine
Leonanie,Female,11,10,11,6,6,7,12,11,Law and public policy
leonar,Female,6,8,6,8,6,12,8,8,Education
Leonar,Male,7,11,8,6,9,11,12,12,Education
Leone,Female,8,11,12,10,11,11,8,10,Business and management
Leonelle,Female,6,8,9,8,12,11,8,7,Education
Leonie,Male,11,6,11,11,6,7,12,6,Military and Security
Leonora,Male,10,6,11,12,8,10,11,10,Education
Leonore,Male,10,8,6,8,12,11,8,11,Art
Leontine,Male,12,11,12,8,6,9,6,6,Computing
Leontyne,Female,11,6,10,9,11,6,12,11,Art
Leora,Female,10,7,7,12,12,10,10,12,Law and public policy
leppingto,Male,12,6,10,11,9,12,12,12,Military and Security
lern,Female,7,9,6,8,9,9,6,12,Law and public policy
le sag,Female,6,10,11,10,8,10,11,7,Engineering
Leshia,Female,9,10,11,8,7,12,10,10,Military and Security
Lesley,Male,8,7,9,11,9,8,10,9,Business and management
Lesli,Female,7,12,9,11,7,9,10,11,Health and medicine
lesli,Male,11,6,9,6,6,6,12,11,Computing
Leslie,Female,7,8,9,10,10,11,7,11,Agriculture
leslie-smit,Female,9,12,10,12,9,8,6,7,Architecture & Construction Jobs
Lesl,Female,11,6,7,10,6,10,11,9,Agriculture
Lesly,Female,12,10,9,9,9,9,7,6,Agriculture
leste,Female,11,9,10,6,6,10,11,10,Architecture & Construction Jobs
Leste,Male,7,7,6,12,7,12,8,8,Health and medicine
l'estrang,Female,12,11,8,7,9,6,12,7,Military and Security
Lesya,Female,8,11,8,8,10,8,7,9,Agriculture
Leta,Male,12,10,8,10,7,12,7,8,Business and management
letha,Female,11,10,9,11,10,9,6,7,Law and public policy
lethbridg,Male,11,6,8,7,6,12,10,10,Computing
Lethia,Female,11,10,9,7,7,8,7,8,Computing
Letici,Female,7,12,8,6,8,11,12,8,Art
Leticia,Male,8,6,9,9,8,10,9,9,Education
Letisha,Male,8,10,6,6,8,6,12,10,Health and medicine
Letitia,Female,6,9,12,6,10,7,12,6,Agriculture
Letizia,Female,8,6,7,11,12,12,10,7,Architecture & Construction Jobs
letne,Male,7,9,6,11,10,12,9,8,Art
Letta,Male,8,6,10,12,7,12,6,9,Health and medicine
Letti,Female,9,11,8,6,12,11,9,11,Art
Lettie,Male,6,6,9,10,6,9,11,11,Law and public policy
letto,Female,7,9,8,8,12,8,11,12,Law and public policy
Letty,Male,11,8,8,8,7,12,12,7,Communications
le tya,Male,11,7,11,12,6,9,7,7,Law and public policy
leutne,Male,7,11,11,10,8,9,12,9,Education
leve,Female,6,8,12,12,12,11,8,8,Education
leveson-gowe,Male,8,8,7,7,6,8,7,9,Art
levic,Male,8,12,12,12,7,7,7,12,Health and medicine
levisto,Male,11,7,8,7,9,9,7,12,Business and management
levit,Male,12,9,11,8,10,9,12,11,Agriculture
Lev,Female,10,12,6,6,12,8,10,11,Art
lewi,Female,6,7,6,12,7,10,12,9,Law and public policy
lewi,Female,7,7,9,7,12,6,10,11,Computing
lewis-swaffiel,Male,8,7,12,9,9,12,8,7,Military and Security
lewthwait,Male,6,7,12,11,8,6,9,9,Business and management
Le,Male,12,7,8,8,12,12,9,8,Military and Security
Lex,Female,12,11,8,6,8,9,11,7,Art
Lexi,Female,6,11,6,8,8,9,12,8,Health and medicine
Lexie,Female,10,6,10,7,8,12,12,10,Communications
Lexine,Male,10,11,7,11,7,11,9,7,Agriculture
Lexis,Male,11,10,6,12,6,8,12,8,Education
Lexy,Male,9,6,12,11,9,9,11,10,Business and management
leybourn,Female,11,10,6,11,9,11,9,12,Engineering
Leyl,Female,11,11,8,10,10,8,12,11,Architecture & Construction Jobs
Leyla,Female,10,6,11,6,9,6,12,6,Military and Security
leylan,Male,10,9,12,12,9,12,10,9,Health and medicine
leyt,Male,8,7,10,10,8,9,11,12,Art
Lezlie,Male,6,9,12,8,10,7,10,12,Military and Security
Li,Male,10,12,10,12,9,11,6,9,Architecture & Construction Jobs
Lia,Male,9,12,7,9,10,6,6,9,Health and medicine
Lia,Female,9,8,12,7,8,11,9,6,Engineering
Lian,Male,11,8,11,6,12,11,7,12,Law and public policy
Liana,Male,7,8,12,9,10,8,11,6,Computing
Liane,Male,8,11,11,6,8,7,10,9,Art
Lianna,Female,11,8,12,8,12,12,12,8,Law and public policy
Lianne,Female,9,6,12,11,12,10,7,11,Architecture & Construction Jobs
Lib,Male,10,8,8,12,7,6,6,6,Engineering
Libbey,Male,10,9,7,10,11,6,12,7,Architecture & Construction Jobs
Libbi,Male,8,10,10,12,11,8,12,11,Education
Libbie,Male,8,11,11,8,6,6,9,9,Health and medicine
Libb,Male,12,9,8,8,12,9,9,8,Computing
Libby,Female,8,9,9,11,8,12,9,10,Education
Licha,Male,10,8,6,12,9,11,8,10,Health and medicine
Lichtenberge,Female,11,9,8,8,12,6,11,10,Computing
lickfol,Female,8,6,12,11,7,7,9,9,Health and medicine
licklide,Male,8,11,9,8,7,10,8,11,Architecture & Construction Jobs
Lida,Male,7,11,12,11,11,12,10,10,Art
liddel,Female,7,10,7,9,6,8,7,10,Law and public policy
liddl,Male,7,9,10,12,8,7,9,12,Law and public policy
Lidia,Male,6,10,7,8,12,11,6,6,Military and Security
Liesa,Male,10,11,9,10,12,10,7,11,Agriculture
ligh,Female,10,9,7,7,8,12,10,6,Communications
lightbodi,Male,10,7,12,7,8,9,11,8,Communications
lightbod,Male,11,12,11,10,8,6,7,12,Agriculture
lightbur,Female,8,12,6,9,10,6,11,10,Health and medicine
lightfoo,Female,9,6,6,10,11,8,10,11,Communications
lightne,Male,11,9,6,9,8,9,8,11,Law and public policy
lightwoo,Female,9,10,10,11,6,12,11,9,Architecture & Construction Jobs
Lil,Male,12,8,10,12,8,6,10,7,Art
Lil,Female,10,10,10,11,10,6,12,10,Computing
Lila,Female,8,12,9,12,6,8,11,8,Agriculture
Lila,Female,10,6,7,12,12,11,8,10,Computing
Lilah,Male,10,6,10,6,10,12,9,8,Agriculture
Lilas,Female,9,12,9,8,11,11,11,11,Law and public policy
Lili,Male,9,6,8,11,10,7,9,12,Law and public policy
Lilia,Female,9,8,12,10,10,6,9,6,Art
Lilian,Female,12,12,7,12,12,8,7,11,Military and Security
Lilian,Female,10,6,8,9,12,12,12,8,Art
Liliane,Male,7,11,11,6,7,10,6,7,Health and medicine
Liliann,Male,8,11,11,7,9,10,7,11,Art
Lilias,Female,11,9,12,12,11,10,8,8,Engineering
Lilith,Female,9,7,11,6,11,12,8,11,Education
Lilla,Male,6,11,11,12,7,11,8,6,Computing
lille,Male,10,12,12,6,12,12,6,9,Agriculture
Lilli,Male,12,11,10,7,9,9,10,9,Military and Security
Lillia,Female,9,6,9,8,6,7,6,8,Law and public policy
Lillian,Female,12,12,10,8,12,9,6,6,Education
lilli,Male,6,11,6,6,7,9,6,10,Art
Lillis,Female,11,7,12,8,7,11,7,12,Military and Security
lillisto,Male,6,7,11,6,11,9,8,8,Health and medicine
Lilllie,Male,10,11,12,12,6,10,8,10,Military and Security
lill,Male,12,6,9,8,12,12,8,10,Agriculture
Lilly,Male,10,8,10,10,12,11,11,7,Education
lil,Female,12,7,11,10,7,11,8,6,Health and medicine
Lily,Female,7,6,8,6,12,7,7,8,Business and management
Lilyan,Female,7,8,10,9,6,6,9,10,Military and Security
Li,Female,8,6,6,6,9,8,12,7,Architecture & Construction Jobs
Lin,Female,10,12,8,10,11,11,8,12,Law and public policy
Lin,Male,8,8,10,7,8,11,7,11,Education
Lina,Female,11,10,11,6,12,11,10,7,Education
linaghe,Female,11,7,9,7,8,7,11,6,Architecture & Construction Jobs
lincol,Female,10,8,12,10,8,12,11,6,Computing
lin,Female,7,9,7,11,10,12,12,7,Computing
Lind,Male,8,9,11,10,10,6,7,11,Education
Lind,Male,7,9,8,8,6,6,12,7,Art
Linda,Female,9,9,11,11,12,11,6,6,Architecture & Construction Jobs
Lindi,Male,11,10,7,10,11,12,8,9,Health and medicine
Lindie,Male,6,9,9,10,6,9,12,11,Health and medicine
